Cow ID,Breed,Age,Weight (kg),Lactation Stage,Daily Feed (kg),Protein %,Fat %,Fiber %,Milk Yield (L/day),Milk Fat %,Temp (°C),Humidity (%)
571,Guernsey,9,707.72,Late,19.56,14.29,3.87,24.96,22.46,3.63,16.34,60.93
572,Holstein,3,404.41,Mid,19.77,17.38,4.33,14.17,22.2,4.55,21.51,53.76
573,Guernsey,5,566.46,Late,29.42,13.36,3.6,14.1,31.95,3.58,20.34,79.89
574,Holstein,7,592.54,Late,28.38,12.44,4.15,13.79,30.44,3.59,22.74,70.9
575,Jersey,4,407.68,Late,27.74,14.65,3.53,12.51,30.28,3.96,19.57,70.45
576,Holstein,2,503.93,Mid,21.09,18.13,7.11,16.22,23.77,4.84,25.32,78.21
577,Holstein,4,704.12,Early,15.21,15.31,3.69,27.72,17.85,4.46,27.96,75.51
578,Jersey,6,454.84,Early,16.2,17.22,6.74,25.5,18.89,4.66,19.48,52.73
579,Holstein,5,614.12,Mid,19.68,16.64,3.24,24.71,23.1,3.71,17.89,46.64
580,Jersey,4,486.08,Early,15.24,12.18,7.74,25.95,16.96,4.75,16.74,69.84
581,Holstein,3,404.85,Early,15.26,19.91,6.56,15.39,17.45,3.51,24.24,55.13
582,Guernsey,6,496.48,Late,28.75,12.33,3.03,27.75,32.97,3.82,21.66,58.93
583,Guernsey,6,790.35,Late,25.59,19.74,6.82,12.75,28.84,4.42,17.82,65.22
584,Holstein,4,720.61,Mid,19.63,16.4,5.57,16.73,21.98,4.06,24.8,76.31
585,Holstein,9,783.83,Mid,16.99,19.71,6.9,21.73,19.9,4.98,17.23,56.76
586,Holstein,4,595.14,Early,22.67,12.92,5.61,12.06,24.06,3.55,23.31,71.33
587,Guernsey,9,443.89,Late,15.08,15.92,6.21,24.6,17.36,5.0,22.91,50.73
588,Holstein,5,619.18,Mid,29.08,13.36,6.93,17.74,31.63,4.44,26.01,67.92
589,Guernsey,2,581.75,Mid,21.22,12.41,5.03,25.69,23.92,4.34,15.83,40.06
590,Jersey,4,737.74,Mid,21.04,16.94,3.01,19.86,24.27,3.59,28.32,74.86
591,Guernsey,8,439.23,Mid,20.86,13.66,7.25,13.62,22.29,3.91,25.54,41.22
592,Guernsey,9,595.3,Mid,16.04,16.7,4.9,24.7,18.7,4.89,18.24,68.51
593,Jersey,4,460.02,Mid,24.57,12.9,5.48,15.04,26.46,4.03,17.75,41.85
594,Guernsey,7,529.87,Early,26.0,14.66,3.04,19.82,29.39,4.49,21.47,50.65
595,Holstein,3,694.94,Late,25.14,18.25,5.46,11.51,27.97,5.0,27.26,59.89
596,Holstein,8,590.41,Late,17.08,15.5,7.93,22.36,19.25,3.89,27.64,56.8
597,Guernsey,8,550.36,Mid,23.68,17.02,4.39,23.32,27.58,4.36,22.81,47.67
598,Holstein,9,557.79,Late,23.54,17.18,4.98,17.57,26.71,4.54,27.91,53.35
599,Guernsey,7,583.78,Late,28.03,18.75,6.44,29.09,33.66,3.75,15.08,69.11
600,Holstein,7,714.01,Late,20.69,14.6,7.07,27.48,23.75,3.72,15.53,66.77
601,Holstein,6,756.83,Mid,20.57,17.5,5.09,24.16,24.07,4.18,28.68,42.87
602,Guernsey,9,782.13,Mid,24.28,19.69,4.55,24.27,29.03,4.08,26.63,69.89
603,Holstein,2,714.76,Late,24.5,17.84,7.69,15.05,27.32,4.57,21.76,42.12
604,Guernsey,3,526.16,Late,22.04,15.92,6.39,23.14,25.19,3.6,26.3,61.72
605,Holstein,5,675.25,Mid,21.65,17.05,3.6,13.96,24.3,4.96,29.33,50.4
606,Holstein,8,575.04,Early,22.41,17.92,3.34,12.88,25.25,3.52,26.58,63.51
607,Jersey,5,501.87,Late,27.92,16.9,5.42,29.99,33.28,4.4,27.64,50.45
608,Jersey,4,736.35,Early,21.92,12.13,4.1,22.45,24.4,4.34,26.41,79.4
609,Guernsey,4,415.37,Late,29.1,13.56,4.27,18.62,32.22,3.7,17.52,52.39
610,Jersey,5,760.7,Early,22.56,18.48,7.39,15.76,25.42,3.73,27.5,49.68
611,Guernsey,4,584.59,Early,29.24,14.18,3.45,22.08,33.19,4.69,17.93,51.14
612,Jersey,2,654.88,Early,27.49,17.85,6.58,10.99,30.25,4.83,28.39,75.86
613,Holstein,7,663.74,Mid,20.44,14.98,4.36,11.89,22.23,3.92,21.88,65.45
614,Guernsey,4,758.05,Early,27.95,16.18,6.8,10.66,30.22,4.16,25.15,69.23
615,Guernsey,6,654.67,Early,16.65,12.54,6.61,19.98,18.19,4.03,22.46,76.72
616,Holstein,4,645.57,Early,28.88,13.45,3.04,22.01,32.62,3.61,16.41,76.47
617,Guernsey,3,426.66,Late,24.47,19.66,5.55,11.25,27.53,4.51,19.36,69.56
618,Guernsey,2,607.36,Early,15.82,19.12,3.7,24.42,18.9,4.74,29.76,47.91
619,Jersey,3,460.07,Late,24.66,17.22,7.33,14.61,27.34,3.96,29.41,73.73
620,Guernsey,3,694.97,Early,29.61,15.68,7.36,23.7,33.71,4.99,19.81,48.15
621,Holstein,6,604.89,Early,16.05,17.41,5.09,29.64,19.21,3.61,29.94,69.72
622,Jersey,2,672.09,Mid,23.32,16.95,5.22,23.82,27.11,4.49,27.68,67.42
623,Jersey,2,416.67,Late,26.22,16.55,4.52,27.66,30.97,4.17,24.16,70.36
624,Holstein,9,433.92,Early,27.15,12.47,6.58,28.96,30.86,4.17,15.6,61.31
625,Holstein,2,686.53,Late,21.21,17.06,4.79,19.74,24.29,4.19,28.52,65.55
626,Jersey,2,428.83,Late,18.06,18.15,4.34,24.05,21.31,3.89,23.36,78.13
627,Guernsey,2,428.5,Mid,15.64,19.95,5.16,27.04,18.91,4.57,28.03,44.04
628,Jersey,6,404.84,Mid,23.7,12.09,3.46,17.13,25.82,4.58,27.52,52.35
629,Holstein,4,782.6,Mid,21.79,17.84,6.73,15.23,24.42,3.92,27.5,64.45
630,Jersey,9,695.0,Mid,29.23,16.57,3.06,28.93,34.93,4.75,25.47,78.56
631,Holstein,3,541.3,Mid,15.91,15.47,6.22,24.53,18.24,3.98,19.37,43.82
632,Jersey,2,518.61,Mid,25.28,13.02,3.91,14.39,27.37,4.59,20.04,40.9
633,Guernsey,8,539.88,Mid,15.37,15.27,4.16,18.98,17.32,3.68,19.63,42.23
634,Jersey,4,709.86,Mid,17.57,14.84,6.18,25.93,20.16,3.75,15.3,42.1
635,Jersey,4,664.55,Early,21.8,14.42,7.96,20.94,24.18,3.97,23.74,76.31
636,Holstein,3,474.08,Late,21.82,17.85,6.89,23.0,25.29,4.39,25.48,68.85
637,Holstein,6,469.64,Mid,25.29,17.61,4.13,25.08,29.86,4.47,27.81,67.08
638,Holstein,5,439.36,Mid,28.65,16.71,3.88,22.44,33.23,4.09,17.1,60.9
639,Jersey,5,664.12,Late,24.59,19.51,7.33,20.8,28.58,3.62,23.16,71.28
640,Guernsey,4,705.75,Early,29.3,14.8,5.22,24.99,33.6,4.06,15.12,46.23
641,Holstein,7,506.02,Late,28.22,13.95,3.69,24.55,32.28,4.53,16.43,55.68
642,Holstein,7,408.38,Late,23.77,17.25,7.31,22.6,27.31,4.51,15.81,59.6
643,Jersey,3,432.87,Mid,27.51,13.59,7.08,17.2,29.89,3.74,25.88,44.42
644,Holstein,5,787.14,Late,24.64,14.52,7.92,18.12,27.01,3.51,16.22,56.78
645,Guernsey,4,518.18,Late,16.18,13.8,7.55,29.41,18.56,4.63,25.75,52.66
646,Guernsey,6,707.69,Mid,26.11,12.55,7.26,12.25,27.43,3.66,18.74,41.42
647,Holstein,5,649.87,Mid,16.42,18.62,3.26,15.37,18.83,3.62,28.17,45.47
648,Holstein,4,552.78,Mid,23.91,14.04,3.52,19.85,26.83,3.5,27.2,70.56
649,Jersey,4,482.27,Mid,25.54,15.78,5.84,26.73,29.68,4.15,29.37,40.72
650,Guernsey,2,448.55,Late,16.0,12.35,5.66,13.27,16.98,4.25,28.26,77.37
651,Guernsey,6,646.01,Late,18.46,17.59,5.29,15.54,20.81,4.46,29.0,43.46
652,Holstein,2,709.85,Early,28.74,14.64,4.98,11.32,30.98,3.94,27.88,71.97
653,Jersey,3,657.56,Early,24.24,17.96,5.16,24.12,28.47,4.57,25.4,75.94
654,Guernsey,2,612.12,Late,18.69,15.3,5.85,14.76,20.51,3.75,17.55,77.65
655,Guernsey,8,416.78,Early,25.36,13.57,3.01,17.77,28.14,4.75,19.08,74.7
656,Jersey,2,787.4,Late,23.95,16.11,4.3,18.87,27.16,4.36,18.19,51.5
657,Jersey,8,719.49,Early,22.52,13.04,5.59,27.83,25.71,4.38,24.05,53.32
658,Guernsey,5,517.13,Mid,29.64,15.52,6.61,18.23,33.0,3.81,22.55,57.06
659,Guernsey,7,791.99,Early,25.25,14.54,3.87,12.9,27.54,3.61,28.01,45.57
660,Jersey,9,640.75,Mid,20.63,19.3,5.73,20.49,24.07,4.2,29.29,40.89
661,Guernsey,9,632.97,Mid,27.0,12.49,6.57,29.26,30.74,4.42,21.07,74.76
662,Holstein,4,699.23,Mid,28.27,17.55,5.22,22.15,32.8,3.64,22.6,62.17
663,Holstein,9,724.71,Mid,16.88,13.46,3.14,29.67,19.7,4.93,29.57,64.35
664,Jersey,8,662.59,Early,18.01,14.55,5.25,26.82,20.77,4.97,19.14,77.08
665,Jersey,6,451.24,Late,18.24,15.32,4.48,10.72,19.78,4.32,26.89,66.6
666,Jersey,2,535.31,Mid,25.37,19.26,7.65,23.17,29.69,4.93,18.38,67.63
667,Holstein,8,771.23,Early,24.05,13.94,3.62,15.74,26.46,3.77,25.22,71.48
668,Guernsey,6,489.85,Mid,24.28,12.73,6.26,21.19,26.76,3.54,18.8,44.65
669,Holstein,7,548.87,Early,29.11,14.55,3.26,15.59,32.23,3.56,28.26,54.41
670,Guernsey,9,572.83,Early,26.64,12.84,5.23,16.98,28.96,4.38,23.42,78.73
671,Holstein,7,575.76,Early,16.92,13.03,5.77,28.46,19.35,3.59,17.79,76.92
672,Guernsey,9,645.18,Late,20.21,16.59,4.49,14.13,22.52,4.94,18.37,75.36
673,Holstein,2,777.23,Early,21.53,12.49,5.28,27.48,24.46,3.71,22.41,58.08
674,Jersey,3,496.28,Early,20.94,12.25,3.82,10.61,22.12,3.96,29.42,74.29
675,Holstein,2,448.6,Late,25.04,17.72,4.52,11.82,27.89,4.73,26.54,41.94
676,Guernsey,5,478.99,Late,28.38,14.89,6.11,27.09,32.74,3.83,22.32,45.94
677,Holstein,8,754.77,Early,19.59,13.0,4.51,22.61,21.95,3.86,20.07,56.56
678,Holstein,4,658.32,Late,23.28,14.03,7.5,24.94,26.25,4.46,23.24,59.34
679,Holstein,3,514.36,Mid,26.84,17.14,6.14,14.19,29.84,3.91,26.23,50.54
680,Jersey,2,726.38,Mid,21.24,14.2,5.19,20.74,23.78,3.83,26.76,54.26
681,Holstein,6,744.55,Late,17.52,15.96,3.19,24.74,20.45,3.88,19.87,46.51
682,Jersey,3,738.61,Late,22.12,12.97,5.5,22.55,24.66,4.24,25.82,59.57
683,Jersey,8,767.57,Early,15.83,16.7,6.82,19.43,17.89,4.95,24.87,71.75
684,Holstein,9,500.9,Late,29.14,14.53,4.33,29.2,34.08,4.75,29.39,66.45
685,Holstein,3,702.02,Early,16.12,17.02,7.03,23.52,18.58,3.93,28.97,44.31
686,Holstein,9,584.22,Mid,21.58,18.47,4.26,28.16,25.99,4.05,26.84,59.5
687,Guernsey,8,736.8,Late,22.95,16.89,7.12,24.6,26.54,4.2,25.85,67.91
688,Holstein,2,691.4,Early,29.78,14.37,3.43,24.71,34.25,4.97,19.11,61.2
689,Jersey,8,710.58,Early,17.49,14.05,7.33,11.6,18.57,3.76,27.69,55.67
690,Holstein,3,662.46,Mid,16.72,14.62,5.5,17.19,18.47,4.04,21.41,64.88
691,Guernsey,6,470.97,Late,15.13,13.32,4.48,27.17,17.35,4.59,19.08,78.75
692,Holstein,7,618.01,Mid,17.33,13.45,4.33,14.65,18.82,4.95,20.76,43.8
693,Guernsey,3,793.87,Early,18.11,18.33,5.16,12.31,20.27,3.73,27.54,55.6
694,Guernsey,8,774.96,Early,24.46,15.08,8.0,16.52,26.74,3.84,17.23,56.26
695,Holstein,7,417.27,Late,18.3,15.49,4.1,14.41,20.25,3.84,21.84,63.08
696,Jersey,8,465.93,Early,15.31,16.75,3.52,28.51,18.26,3.53,22.39,46.09
697,Guernsey,6,452.69,Late,27.4,16.72,5.93,27.36,32.18,4.41,15.55,47.07
698,Holstein,8,690.39,Mid,20.48,12.54,5.44,19.99,22.49,4.51,17.94,51.41
699,Holstein,2,727.11,Late,20.31,18.65,5.62,11.23,22.64,4.4,27.4,78.23
700,Jersey,4,485.4,Late,19.54,13.42,6.33,24.29,21.96,3.61,27.46,69.36
701,Guernsey,9,602.34,Early,29.63,17.78,4.34,22.47,34.62,3.6,19.39,66.47
702,Guernsey,9,736.28,Early,17.55,18.18,7.55,29.41,20.9,3.82,28.12,72.68
703,Holstein,3,693.12,Late,28.47,17.72,5.18,21.18,32.95,3.94,26.58,45.1
704,Holstein,4,616.89,Early,26.65,16.63,3.65,16.73,30.16,4.68,21.27,74.37
705,Jersey,8,636.14,Early,16.15,12.12,6.71,20.38,17.6,3.74,26.23,63.79
706,Jersey,6,603.34,Early,29.8,14.88,6.22,29.59,34.74,3.57,29.42,53.41
707,Guernsey,3,519.02,Late,19.07,16.84,4.58,23.93,22.22,4.09,21.88,72.63
708,Guernsey,8,626.01,Early,16.48,15.1,6.11,23.44,18.75,4.12,18.58,72.1
709,Holstein,7,675.55,Late,27.44,18.91,4.1,14.81,31.35,4.18,29.13,73.83
710,Guernsey,5,749.33,Early,25.6,14.47,5.22,24.87,29.26,4.74,24.06,44.62
711,Jersey,8,654.52,Mid,24.26,14.35,7.5,25.01,27.44,3.65,16.58,78.77
712,Jersey,4,704.45,Early,17.34,14.13,3.67,16.35,19.16,4.56,23.59,78.39
713,Holstein,3,464.03,Early,22.18,14.66,4.93,19.67,24.85,4.01,22.51,54.3
714,Jersey,4,584.62,Late,26.71,16.46,7.11,15.89,29.61,3.96,27.83,42.64
715,Jersey,3,403.73,Late,19.55,17.66,7.85,15.17,21.76,4.9,22.96,46.68
716,Jersey,8,498.67,Early,19.68,17.3,5.27,10.52,21.63,3.87,18.83,79.71
717,Jersey,2,690.58,Mid,15.05,18.46,5.53,15.7,17.09,4.46,25.13,62.52
718,Holstein,7,796.72,Early,17.61,19.09,5.86,21.08,20.55,3.91,23.14,54.26
719,Holstein,8,439.67,Early,28.13,18.53,7.66,10.03,30.86,4.26,18.5,51.53
720,Guernsey,9,560.6,Mid,21.63,12.15,7.29,15.66,23.0,4.68,23.6,50.28
721,Jersey,4,720.03,Late,29.76,17.89,3.85,27.63,35.65,4.82,27.32,66.57
722,Guernsey,5,481.61,Early,20.94,13.67,5.18,21.87,23.46,4.76,15.43,56.78
723,Holstein,5,622.03,Late,25.73,13.06,5.32,22.16,28.68,4.37,24.46,78.62
724,Holstein,6,693.23,Late,19.23,17.11,6.95,18.07,21.67,3.87,20.24,67.35
725,Holstein,3,646.39,Mid,20.46,14.56,6.01,23.53,23.19,4.49,19.39,71.68
726,Holstein,4,475.21,Mid,17.86,12.46,6.27,13.8,18.97,4.56,20.89,51.71
727,Holstein,6,542.15,Late,20.21,13.1,7.99,26.37,22.69,3.52,20.13,43.17
728,Holstein,4,713.52,Early,23.21,12.01,3.37,12.33,24.72,4.16,27.48,59.51
729,Holstein,9,621.69,Late,29.88,19.23,4.12,23.12,35.48,4.76,19.12,52.58
730,Jersey,3,402.09,Early,24.96,12.2,5.04,16.82,26.98,4.23,26.0,48.08
731,Guernsey,8,704.4,Early,17.99,13.68,4.74,24.95,20.47,3.97,16.41,78.11
732,Holstein,8,414.12,Mid,15.67,15.33,3.11,21.0,17.91,4.81,29.27,57.76
733,Jersey,5,698.29,Early,16.9,14.85,3.46,19.05,19.04,3.73,24.33,46.99
734,Jersey,8,480.99,Early,23.44,19.29,6.4,13.39,26.44,3.81,25.6,47.95
735,Guernsey,8,783.23,Late,26.48,12.32,7.4,22.74,29.13,4.53,19.47,51.23
736,Holstein,9,547.18,Mid,29.11,16.1,5.57,29.5,34.37,4.03,21.18,79.97
737,Guernsey,2,530.77,Early,15.24,17.44,5.7,26.51,17.96,4.57,18.36,50.72
738,Holstein,5,459.56,Early,22.84,19.45,4.28,11.2,25.79,3.74,28.99,53.15
739,Jersey,6,522.24,Mid,22.06,16.96,6.84,17.52,24.77,3.88,22.32,66.37
740,Jersey,7,750.66,Late,24.84,18.43,6.76,28.51,29.64,3.73,24.46,51.76
741,Jersey,2,798.53,Mid,23.39,12.67,5.94,20.06,25.67,4.93,26.01,48.63
742,Jersey,6,547.32,Mid,25.31,15.09,4.06,23.24,29.03,4.11,20.57,46.35
743,Guernsey,3,579.44,Early,24.87,14.99,3.49,28.25,29.19,4.01,25.8,52.51
744,Holstein,2,688.83,Early,16.76,19.09,3.32,27.48,20.31,3.52,25.14,44.24
745,Holstein,9,754.48,Late,27.0,13.21,5.96,20.04,29.77,3.73,25.58,40.75
746,Guernsey,6,637.22,Early,16.85,13.22,7.13,18.75,18.37,4.13,22.34,72.19
747,Holstein,3,556.61,Early,25.48,14.63,7.29,16.79,27.87,3.6,20.74,45.52
748,Jersey,5,565.05,Mid,21.24,12.44,5.32,24.38,23.78,4.27,18.33,71.04
749,Holstein,7,678.25,Early,22.71,13.46,6.92,15.74,24.5,4.18,27.37,71.9
750,Jersey,3,401.29,Late,28.55,19.72,7.73,15.0,32.36,4.65,24.13,61.52
751,Guernsey,8,647.84,Mid,28.35,15.43,4.38,17.12,31.7,4.49,21.67,52.39
752,Holstein,4,542.2,Late,27.27,17.06,4.99,13.54,30.36,4.17,29.16,45.8
753,Guernsey,3,717.68,Mid,22.65,17.81,7.66,23.9,26.26,3.84,15.72,69.47
754,Holstein,3,437.2,Early,26.04,14.94,4.69,22.32,29.62,4.59,27.75,64.06
755,Jersey,7,635.28,Mid,22.69,13.18,7.57,19.66,24.78,4.56,29.96,66.22
756,Guernsey,4,592.39,Mid,28.04,13.65,7.91,17.81,30.45,3.73,28.3,40.35
757,Holstein,8,656.93,Early,21.04,14.51,6.31,28.18,24.29,4.87,27.16,77.1
758,Jersey,6,425.94,Early,29.55,17.09,7.08,10.58,32.16,3.6,20.61,42.65
759,Guernsey,6,631.99,Late,28.98,15.19,6.75,25.38,33.18,3.58,18.47,54.67
760,Guernsey,3,624.59,Late,26.12,12.05,6.5,28.04,29.47,3.78,26.02,56.11
761,Holstein,9,624.26,Early,19.19,16.19,4.53,18.93,21.76,4.86,19.57,40.05
762,Holstein,9,641.4,Early,16.97,19.37,3.29,21.01,20.06,4.28,17.64,59.88
763,Holstein,4,670.59,Early,27.82,18.5,4.72,28.89,33.55,4.68,26.8,70.11
764,Jersey,4,722.0,Mid,17.48,18.6,6.33,14.25,19.68,3.84,19.69,72.93
765,Holstein,8,507.93,Mid,27.81,18.36,3.51,20.4,32.48,4.24,28.72,75.18
766,Guernsey,7,730.02,Mid,22.36,14.59,3.06,19.49,25.22,4.04,27.61,59.51
767,Guernsey,5,599.3,Early,21.1,18.12,3.7,15.17,24.02,4.74,27.71,65.23
768,Holstein,6,430.82,Late,28.55,13.15,6.58,26.37,32.27,3.53,26.57,43.18
769,Holstein,7,423.42,Early,24.06,17.26,7.86,27.99,28.23,3.87,28.21,59.52
770,Guernsey,2,533.7,Mid,23.65,17.13,7.92,25.64,27.43,3.73,27.09,46.19
771,Jersey,6,713.96,Mid,23.38,12.2,5.47,13.91,24.88,4.79,24.04,54.79
772,Holstein,7,683.07,Early,20.57,18.3,7.35,11.73,22.73,4.2,19.44,53.17
773,Holstein,6,715.45,Early,26.78,19.23,6.68,22.11,31.32,4.11,28.32,56.94
774,Guernsey,5,606.91,Mid,18.79,14.14,5.51,11.14,20.1,4.17,27.61,62.87
775,Holstein,2,576.08,Mid,29.08,18.5,5.86,23.46,34.11,4.96,22.09,76.12
776,Jersey,9,458.98,Mid,28.41,12.66,3.69,20.61,31.57,4.78,15.59,55.78
777,Guernsey,9,531.28,Early,20.06,16.8,7.69,23.26,22.99,4.56,24.58,79.25
778,Holstein,5,573.61,Mid,25.94,15.89,4.76,21.8,29.68,3.94,15.76,70.36
779,Guernsey,8,435.44,Mid,23.6,16.37,5.23,18.45,26.66,3.75,28.89,60.46
780,Holstein,2,488.24,Late,20.06,19.41,6.36,14.02,22.72,4.88,29.42,65.76
781,Holstein,3,639.29,Early,29.83,18.97,4.67,16.11,34.21,4.13,17.84,44.09
782,Holstein,7,694.27,Late,15.38,18.28,4.27,20.49,17.9,3.92,25.15,73.78
783,Jersey,2,799.34,Late,18.79,14.19,6.16,23.04,21.16,4.21,16.38,63.29
784,Jersey,8,773.25,Mid,22.8,19.29,3.12,25.59,27.48,4.88,25.94,79.44
785,Guernsey,8,657.03,Early,22.83,12.78,6.6,25.34,25.6,4.08,20.21,65.46
786,Holstein,5,568.5,Mid,23.83,18.83,5.57,29.45,28.78,4.34,25.22,73.36
787,Holstein,6,654.47,Early,26.28,14.63,6.03,15.72,28.77,4.7,20.59,71.99
788,Jersey,2,714.26,Late,24.35,12.43,6.16,11.42,25.58,4.14,17.18,53.82
789,Holstein,7,447.33,Early,24.0,17.35,5.64,16.91,27.12,3.85,21.09,50.38
790,Jersey,2,563.96,Mid,15.8,13.85,5.91,24.87,17.91,4.99,16.69,57.22
791,Holstein,4,735.92,Mid,20.65,13.95,6.42,18.76,22.74,4.93,23.65,58.69
792,Guernsey,6,553.53,Mid,18.48,14.45,6.77,26.36,21.11,4.77,15.61,49.6
793,Holstein,7,628.75,Early,18.98,12.51,6.64,20.99,20.82,4.53,22.91,75.78
794,Holstein,9,635.11,Late,23.32,13.42,7.35,28.6,26.6,3.94,28.3,61.7
795,Jersey,7,473.79,Late,17.99,12.04,3.95,28.96,20.61,4.87,27.57,79.14
796,Holstein,3,544.89,Early,19.41,15.56,5.01,11.39,21.11,3.91,28.24,72.4
797,Holstein,5,533.8,Mid,18.56,12.67,7.74,19.13,20.11,4.7,28.83,62.23
798,Jersey,3,410.48,Late,29.23,17.46,4.98,22.19,33.93,4.88,16.57,77.88
799,Guernsey,7,409.68,Mid,29.17,13.88,3.62,15.12,31.98,4.4,16.93,60.19
800,Guernsey,6,732.68,Early,24.15,19.55,5.63,18.14,27.97,4.7,23.36,75.48
801,Jersey,2,509.23,Mid,28.87,18.97,3.55,23.55,34.35,4.69,28.41,54.33
802,Jersey,9,607.23,Late,26.79,14.32,4.01,14.53,29.36,3.79,29.62,55.15
803,Jersey,2,519.49,Late,23.85,18.27,7.99,22.04,27.5,4.5,15.69,56.73
804,Jersey,6,776.27,Mid,15.1,18.43,5.71,23.95,17.75,3.64,20.34,61.87
805,Jersey,7,503.72,Early,26.59,19.89,4.42,11.81,30.2,4.26,18.19,62.14
806,Guernsey,8,571.86,Mid,25.54,16.78,7.97,19.95,28.8,3.74,26.34,59.86
807,Guernsey,2,749.09,Early,24.23,12.66,7.83,15.26,25.77,4.12,24.6,52.24
808,Jersey,8,736.77,Mid,26.41,17.17,5.2,24.49,30.85,4.75,16.8,77.09
809,Holstein,2,474.44,Late,22.69,17.0,4.3,13.79,25.35,4.98,22.25,63.54
810,Jersey,2,721.06,Early,25.56,17.11,7.19,27.84,30.02,3.98,25.28,56.31
811,Holstein,9,583.27,Early,29.03,14.46,6.58,18.62,32.07,4.3,26.69,66.05
812,Jersey,5,593.19,Early,20.64,18.88,6.43,13.96,23.25,4.27,15.3,70.72
813,Jersey,5,453.39,Late,25.62,19.68,7.47,18.76,29.55,4.93,28.36,78.43
814,Guernsey,4,432.24,Mid,22.14,13.74,6.45,18.17,24.27,4.22,23.54,59.98
815,Holstein,3,691.18,Late,25.12,12.71,4.42,18.58,27.58,4.55,27.18,44.48
816,Holstein,6,598.58,Early,26.44,13.56,6.47,21.71,29.4,4.88,27.12,57.63
817,Guernsey,6,574.74,Mid,15.68,18.56,4.53,20.42,18.27,4.06,17.85,59.16
818,Guernsey,6,691.8,Late,24.7,17.41,6.8,13.0,27.3,4.85,16.65,75.88
819,Guernsey,4,706.21,Early,18.4,17.09,6.1,11.31,20.18,4.88,25.82,55.79
820,Guernsey,5,463.56,Early,25.05,15.21,3.39,24.59,29.01,4.9,17.35,78.13
821,Holstein,7,644.09,Late,22.02,16.62,5.56,21.19,25.2,3.91,27.75,59.41
822,Holstein,8,454.14,Late,26.6,14.46,4.72,17.18,29.44,4.1,25.89,78.95
823,Jersey,9,700.55,Late,16.85,15.82,4.64,26.17,19.64,4.81,27.63,40.33
824,Jersey,8,662.78,Early,24.39,18.34,6.01,17.76,27.86,4.04,19.49,75.95
825,Guernsey,7,782.65,Late,19.18,19.85,4.61,25.92,23.11,4.4,19.75,77.24
826,Guernsey,9,427.58,Early,27.79,19.46,6.88,16.12,31.7,3.68,25.07,78.44
827,Guernsey,4,422.82,Late,28.93,19.47,3.35,11.46,32.84,3.58,15.47,40.52
828,Jersey,7,512.87,Early,29.95,15.22,6.3,28.65,34.86,4.12,25.9,46.87
829,Jersey,6,504.68,Early,26.94,15.75,7.05,17.89,29.95,4.37,27.54,66.15
830,Jersey,3,498.79,Mid,26.31,17.65,6.36,25.85,30.89,4.09,21.23,41.02
831,Jersey,2,762.5,Late,18.23,19.38,5.49,15.58,20.86,4.37,26.47,42.54
832,Jersey,8,499.82,Late,20.04,13.14,7.75,22.93,22.19,4.27,17.62,48.84
833,Jersey,5,508.78,Early,21.99,14.43,4.5,27.47,25.49,4.53,19.83,60.5
834,Jersey,5,703.76,Early,26.6,13.11,3.1,10.83,28.46,4.47,29.61,61.84
835,Guernsey,4,579.9,Early,28.72,16.9,5.16,26.61,33.78,4.14,29.79,41.37
836,Guernsey,9,710.68,Mid,17.84,14.45,3.17,21.43,20.26,4.14,22.69,46.81
837,Guernsey,5,426.15,Mid,28.84,14.61,7.77,22.15,32.24,3.71,29.01,59.99
838,Guernsey,6,595.03,Early,25.43,12.57,4.05,20.46,28.17,4.27,22.84,63.76
839,Jersey,8,413.45,Late,24.16,14.8,6.94,27.49,27.8,4.38,19.37,45.94
840,Holstein,7,425.06,Late,18.0,18.9,6.87,10.87,19.96,4.21,19.0,55.95
841,Jersey,6,762.57,Mid,15.83,13.86,4.09,15.22,17.32,3.99,28.94,76.18
842,Holstein,4,455.7,Mid,23.53,17.56,6.11,27.52,27.83,4.58,17.59,79.96
843,Guernsey,6,612.97,Early,24.77,17.04,3.24,25.05,29.21,3.61,23.69,79.49
844,Jersey,7,564.44,Late,18.16,18.91,5.42,10.35,20.23,4.87,23.33,75.27
845,Guernsey,3,538.94,Early,23.35,13.06,3.07,20.34,26.08,3.53,26.09,55.79
846,Jersey,4,759.93,Mid,27.85,19.82,7.61,20.59,32.39,4.94,22.49,67.46
847,Guernsey,3,408.73,Late,27.53,16.66,7.88,18.02,30.76,4.19,19.08,56.66
848,Holstein,2,665.52,Late,28.91,19.96,4.11,15.95,33.5,4.12,17.54,65.94
849,Holstein,3,785.36,Mid,20.49,19.29,4.04,23.63,24.4,3.88,24.31,52.38
850,Holstein,2,624.07,Early,19.77,13.77,6.77,14.16,21.25,3.52,25.78,64.25
851,Jersey,2,774.73,Early,26.24,12.45,4.27,25.98,29.73,3.91,23.54,60.95
852,Holstein,3,420.9,Late,21.47,14.05,7.48,26.06,24.33,3.66,26.08,40.98
853,Jersey,4,567.52,Mid,16.31,16.22,5.87,18.31,18.34,4.49,17.12,71.63
854,Holstein,9,504.06,Late,19.24,13.37,4.75,15.67,20.94,3.98,28.24,40.48
855,Holstein,7,692.33,Mid,21.28,13.34,7.16,15.68,22.9,4.65,23.74,51.73
856,Jersey,6,792.52,Early,19.39,15.7,5.47,19.65,21.87,3.81,16.9,40.24
